encoding  utf-8
TRIP
DATE 2005-07-09 
DECLINATION     0.00
DATA
TRIP
DATE 2006-10-09 
DECLINATION     0.00
DATA
1.115	1.116	193.13	-1.60	18.969	>
1.116		279.36	4.69	1.493	>
1.116		134.05	36.33	1.641	>
1.116		91.58	4.71	6.344	>
1.116		241.51	-66.15	0.363	>
1.116	1.117	176.05	2.06	21.403	>
1.117		29.31	-4.84	7.276	>
1.117		322.94	0.46	9.876	>
1.117		1.27	24.36	9.944	>
1.117		21.18	75.26	4.307	>
1.117		285.25	15.07	7.167	>
1.117		121.35	-16.46	2.343	>
1.117		340.78	-64.45	0.754	>
1.117	1.118	203.55	11.44	10.295	>
1.118		233.16	-5.70	6.378	>
1.118		286.50	3.91	6.440	>
1.118		272.89	41.38	1.481	>
1.118		244.04	-77.98	2.018	>
1.53	2.0	0.00	0.00	0.000	>
2.0	2.1	38.89	3.51	22.061	>
2.1		146.92	13.51	9.149	>
2.1		134.61	37.40	4.033	>
2.1		130.77	-33.49	3.187	>
2.1		323.52	25.17	0.390	>
2.1	2.2	81.57	-2.24	27.664	>
2.2		204.51	71.36	3.559	>
2.2		338.12	7.76	3.472	>
2.2		171.48	28.39	6.540	>
2.2		326.74	-32.16	1.531	>
2.2	2.3	77.52	1.32	28.509	>
2.3		287.24	59.70	3.538	>
2.3		172.25	0.69	2.077	>
2.3		349.82	5.59	6.135	>
2.3		87.46	-18.93	3.413	>
2.3		41.07	6.75	13.910	>
2.3		50.64	7.42	14.300	>
2.3	2.4	118.76	2.76	9.151	>
2.4		77.35	-33.80	2.907	>
2.4		71.80	5.39	6.488	>
2.4		18.41	76.21	2.789	>
2.4		248.18	-3.31	3.253	>
2.4		0.20	3.58	8.868	>
2.4	2.5	154.59	0.19	21.859	>
2.5		332.31	29.69	5.574	>
2.5		347.28	-2.88	8.287	>
2.5		18.70	-15.78	6.467	>
2.5		331.53	41.68	4.331	>
2.5		181.79	0.81	0.352	>
2.5		315.44	5.93	14.263	>
2.5		284.50	20.06	7.809	>
2.5		344.16	3.70	12.002	>
